,name,wkn,index,de_ticker,ticker,industry,ISIN
46,Alantra Partners S.A.,911377,ES,DNY,ALNT.MC,Finanzdienstleistungen,ES0126501131
47,Alfa S.A.B. de C.V. Registered Shares Class A o.N.,896720,ES,G4L,ALFAA.MX,Industrie/Mischkonzerne,MXP000511016
48,Almirall S.A.,A0MU8Y,ES,E2Z,ALM.MC,Pharma,ES0157097017
49,Amadeus IT Group S.A.,A1CXN0,ES,AI3A,AMS.MC,IT-Dienstleistungen,ES0109067019
50,America Movil S.A.B. de C.V.,627186,ES,MV9,AMXVF,Telekom,MXP001691213
51,Amper S.A.,870369,ES,APR,AMP.MC,IT-Dienstleistungen,ES0109260531
52,Applus Services S.A.,A112NF,ES,39A,APPS.MC,Dienstleistungen,ES0105022000
53,Atresmedia Corporacion de Medios de Comunicacion S.A.,A0EAK5,ES,YT2A,A3M.MC,Medien,ES0109427734
54,Audax Renovables S.A.,A0HNCA,ES,54F,ADX.MC,Erneuerbare Energien,ES0136463017
55,Azkoyen S.A.,875396,ES,AKK,AZK.MC,Sonstige Technologie,ES0112458312
56,Banco BBVA Argentina S.A.,892998,ES,BDPA,BBAR.BA,Finanzdienstleistungen,ARP125991090
57,Banco Bilbao Vizcaya Argentaria S.A. (BBVA),875773,ES,BOY,BBVA.MC,Finanzdienstleistungen,ES0113211835
58,Banco Bradesco S.A.,896694,ES,BRE,BBDC4.SA,Finanzdienstleistungen,BRBBDCACNPR8
59,Banco de Sabadell S.A.,A0MRD4,ES,BDSB,SAB.MC,Finanzdienstleistungen,ES0113860A34
60,Banco Santander S.A.,858872,ES,BSD2,SAN.MC,Finanzdienstleistungen,ES0113900J37
61,Bankinter S.A.,A0MW33,ES,BAKA,BKT.MC,Finanzdienstleistungen,ES0113679I37
62,Bayer AG,BAY001,ES,BAYN,BAYN.DE,Pharma,DE000BAY0017
63,Biosearch S.A.,694480,ES,not_found,not_found,not_found,not_found
64,Bradespar S.A.,553173,ES,FXMA,BRAP3.SA,Finanzdienstleistungen,BRBRAPACNOR5
65,Braskem S.A.,164640,ES,BRDA,BRKM5.SA,Chemie,BRBRKMACNPA4
66,Caixabank S.A.,A0MZR4,ES,48CA,CABK.MC,Finanzdienstleistungen,ES0140609019
67,Centrais Eletricas Brasileiras S.A.,899037,ES,L3XA,ELET6.SA,Versorger,BRELETACNPB7
68,Cie Automotive S.A.,A0J2ML,ES,CAD,CIE.MC,Fahrzeuge,ES0105630315
69,Clinica Baviera S.A.,A0MNAP,ES,D9Z,CBAV.MC,Gesundheitswesen,ES0119037010
70,Companhia Energetica de Minas Gerais- CEMIG,899018,ES,CIDA,CMIG4.SA,Versorger,BRCMIGACNPR3
71,Companhia Paranaense Energia Copel,905601,ES,ELPA,CPLE6.SA,Versorger,BRCPLEACNPB9
72,Compania De Distribucion Integral Logista Holdings S.A.U.,A117Q0,ES,5CI,LOG.MC,Logistik/Transport,ES0105027009
73,Corporacion Financiera Alba S.A.,860823,ES,CSV,ALB.MC,Finanzdienstleistungen,ES0117160111
74,Deoleo S.A.,A0ET9G,ES,SC5A,OLE.MC,Nahrungsmittel/Agrar,ES0110047919
75,Distribuidora Internacional de Alimentacion S.A.,A1JBEM,ES,DI6,DIA.MC,Handel/E-Commerce,ES0126775032
76,Ebro Foods S.A.,914506,ES,AZU,EBRO.MC,Nahrungsmittel/Agrar,ES0112501012
77,Elecnor S.A.,A0Q6GA,ES,EK5,ENO.MC,Bau/Infrastruktur,ES0129743318
78,Enagas S.A.,662211,ES,EG4,ENG.MC,Öl/Gas,ES0130960018
79,Ence Energia y Celulosa S.A.,A0MQWE,ES,ENCA,ENC.MC,Holz/Papier,ES0130625512
80,Endesa S.A.,871028,ES,ENA,ELE.MC,Versorger,ES0130670112
81,Ercros S.A.,A0YBXV,ES,CRS1,ECR.MC,Chemie,ES0125140A14
82,Faes Farma S.A.,A0MKAC,ES,FFEA,FAE.MC,Pharma,ES0134950F36
83,Ferrovial S.A.,A0DKZZ,ES,UFG,FER.MC,Bau/Infrastruktur,ES0118900010
84,Fluidra S.A.,A0MZNB,ES,4F1,FDR.MC,Freizeitprodukte,ES0137650018
85,Fomento de Construcciones y Contratas S.A.,883790,ES,FCC,FCC.MC,Bau/Infrastruktur,ES0122060314
86,Gerdau S.A.,909187,ES,GDUB,GGBR4.SA,Eisen/Stahl,BRGGBRACNPR8
87,Grifols S.A.,A2ABUQ,ES,OZTA,GRF.MC,Pharma,ES0171996087
88,Grupo Catalana Occidente S.A.,A0J36C,ES,OCZA,GCO.MC,Finanzdienstleistungen,ES0116920333
89,Grupo Elektra S.A.B. de C.V.,724594,ES,GE7C,ELEKTRA.MX,Industrie/Mischkonzerne,MX01EL000003
90,Grupo Empresarial San Jose SA,A0X9FH,ES,80E,GSJ.MC,Bau/Infrastruktur,ES0180918015
91,Grupo Ezentis S.A.,A1W97D,ES,RDT1,EZE.MC,Industrie/Mischkonzerne,ES0172708234
92,Grupo Financiero Banorte S.A.B. de C.V.,907669,ES,4FN,GFNORTEO.MX,Finanzdienstleistungen,MXP370711014
93,Iberdrola S.A.,A0M46B,ES,IBE1,GFNORTEO.MX,Versorger,ES0144580Y14
94,Iberpapel Gestion S.A.,910980,ES,IBG,IBG.MC,Holz/Papier,ES0147561015
95,Inditex,A11873,ES,IXD1,ITX.MC,Bekleidung/Textil,ES0148396007
96,Indra Sistemas S.A.,873570,ES,IDA,IDR.MC,Software,ES0118594417
97,International Consolidated Airlines Group S.A.,A1H6AJ,ES,INR,IAG.L,Luftfahrt/Rüstung,ES0177542018
98,INYPSA Inform.y Proyectos S.A.,A0LBGE,ES,IRG,AI.MC,Bau/Infrastruktur,ES0152768612
99,Laboratorios Farmaceuticos Rovi SA,A0M0GQ,ES,41L,ROVI.MC,Pharma,ES0157261019
100,LAR Espana Real Estate SA,A1XFFA,ES,L8E,LRE.MC,Immobilien,ES0105015012
101,Mapfre S.A.,A0LCRN,ES,CMAB,LRE.MC,Finanzdienstleistungen,ES0124244E34
102,Mediaset Espana Comunicacion S.A.,A0B53D,ES,RWW,TL5.MC,Medien,ES0152503035
103,Melia Hotels International S.A.,901347,ES,MEL,MEL.MC,Hotels/Tourismus,ES0176252718
104,Merlin Properties Socimi S.A.,A116WC,ES,MEQA,MRL.MC,Immobilien,ES0105025003
105,Miquel y Costas y Miquel S.A.,903133,ES,MQ4,MCM.MC,Holz/Papier,ES0164180012
106,Naturgy Energy Group S.A.,853598,ES,GAN,MCM.MC,Versorger,ES0116870314
107,NH Hotel Group S.A.,853615,ES,NH5,NHH.MC,Hotels/Tourismus,ES0161560018
108,OBRASCON HUARTE LAIN S.A.,882667,ES,HUA,OHLA.MC,Bau/Infrastruktur,ES0142090317
109,Pescanova S.A.,876639,ES,PNV,OHLA.MC,Nahrungsmittel/Agrar,ES0169350016
110,Petroleo Brasileiro S.A.,932443,ES,PJXC,PETR3.SA,Öl/Gas,BRPETRACNOR9
111,Prim S.A.,A0JEEH,ES,5P1,PRM.MC,Gesundheitswesen,ES0170884417
112,Prosegur - Compania de Seguridad S.A.,A1J0XW,ES,PRHA,0Q8P.IL,Dienstleistungen,ES0175438003
113,Realia Business S.A.,A0MUDW,ES,RBS,RLIA.MC,Immobilien,ES0173908015
114,Renta 4 Banco S.A.,A0Q5CB,ES,4RE,R4.MC,Finanzdienstleistungen,ES0173358039
115,Repsol S.A.,876845,ES,REP,REP.MC,Öl/Gas,ES0173516115
116,Sacyr S.A.,853624,ES,VHM,SCYR.MC,Bau/Infrastruktur,ES0182870214
117,Siemens Gamesa Renewable Energy S.A.,A0B5Z8,ES,GTQ1,SGRE.MC,Erneuerbare Energien,ES0143416115
118,Solaria Energia Y Medio Ambiente S.A.,A0MU98,ES,AOR,SLR.MC,Erneuerbare Energien,ES0165386014
119,Tecnicas Reunidas S.A.,A0J3MX,ES,T5R,TRE.MC,Bau/Infrastruktur,ES0178165017
120,Telefonica S.A.,850775,ES,TNE5,TEF.MC,Telekom,ES0178430E18
121,Tubacex S.A.,861378,ES,TCX,TUB.MC,Eisen/Stahl,ES0132945017
122,Tubos Reunidos S.A.,A0M2MR,ES,TU1,TRG.MC,Eisen/Stahl,ES0180850416
123,TV Azteca S.A.B. de C.V.,A1H8JP,ES,G4Z,AZTECACPO.MX,Medien,MX01AZ060013
124,Urbas Grupo Financiero S.A.,866504,ES,UZY,AZTECACPO.MX,Immobilien,ES0182280018
125,Usinas Siderurgicas de Minas Gerais S.A.,924256,ES,U1S1,USIM5.SA,Eisen/Stahl,BRUSIMACNPA6
126,Vidrala S.A.,873772,ES,VIR,VID.MC,Kunststoffe/Verpackungen,ES0183746314
127,Viscofan S.A.,872335,ES,VIS,VIS.MC,Nahrungsmittel/Agrar,ES0184262212
128,VOCENTO S.A.,A0H1NM,ES,VON,VOC.MC,Medien,ES0114820113
129,Volcan Compania Minera S.A.A.,625947,ES,H3Z,VOC.MC,Rohstoffe,PEP648014202
130,Afarak Group Oyj,918629,FIN,V5W,AFAGR.HE,Rohstoffe,FI0009800098
131,Aktia Bank OYJ,A1W1T4,FIN,2A41,AKTIA.HE,Finanzdienstleistungen,FI4000058870
132,Alma Media Corp,A0HHHL,FIN,A4M,ALMA.HE,Medien,FI0009013114
133,Altia Oyj,A2JG1R,FIN,28Q,ANORA.HE,Getränke/Tabak,FI4000292438
134,Asiakastieto Group Oyj,A14QWU,FIN,AKA,ENENTO.HE,Finanzdienstleistungen,FI4000123195
135,Aspo Oyj,929400,FIN,ZYD,ASPO.HE,Logistik/Transport,FI0009008072
136,Aspocomp Group PLC,929401,FIN,ACN,ACG1V.HE,Elektrotechnologie,FI0009008080
137,Basware Oy,935319,FIN,BWV,BAS1V.HE,Software,FI0009008403
138,Bittium Oyj,916295,FIN,JOT,BITTI.HE,Dienstleistungen,FI0009007264
139,CapMan Oyj,657298,FIN,AP6,CAPMAN.HE,Finanzdienstleistungen,FI0009009377
140,Cargotec Corp.,A0ERKS,FIN,C1C,CGCBV.HE,Logistik/Transport,FI0009013429
141,Caverion Oyj,A1W0D0,FIN,C7O,CAV1V.HE,Bau/Infrastruktur,FI4000062781
142,COMPONENTA CORP.,795329,FIN,not_found,not_found,not_found,not_found
143,Digia OYJ,928278,FIN,S2Y,DIGIA.HE,IT-Dienstleistungen,FI0009007983
144,Digitalist Group Oyj,928185,FIN,TI6,DIGIGR.HE,Software,FI0009008007
145,Dovre Group Oyj,929183,FIN,0BE,DOV1V.HE,Dienstleistungen,FI0009008098
146,Elisa Oyj,615402,FIN,EIA,ELISA.HE,Telekom,FI0009007884
147,Endomines AB,A2AHZA,FIN,ED01,ENDO.ST,Rohstoffe,SE0008294334
148,Etteplan Oyj,938050,FIN,EPL,ETTE.HE,Sonstige Technologie,FI0009008650
149,F-Secure Oyj,928744,FIN,DTV,FSC1V.HE,Software,FI0009801310
150,Finnair Oyj,891823,FIN,FAI,FIA1S.HE,Luftfahrt/Rüstung,FI0009003230
151,Fiskars Oy AB,871059,FIN,A8X,FSKRS.HE,Konsumgüter,FI0009000400
152,Fortum Oyj,916660,FIN,FOT,FORTUM.HE,Öl/Gas,FI0009007132
153,HARVIA OYJ,A2JF1C,FIN,G1U,HARVIA.HE,Konsumgüter,FI4000306873
154,HKScan Oyj,912673,FIN,HK4,HKSAV.HE,Nahrungsmittel/Agrar,FI0009006308
155,Huhtamäki Oyj,870740,FIN,HUKI,HUH1V.HE,Kunststoffe/Verpackungen,FI0009000459
156,INCAP OYJ,916668,FIN,I8J,ICP1V.HE,Elektrotechnologie,FI0009006407
157,Innofactor Oyj,920512,FIN,TJG,IFA1V.HE,IT-Dienstleistungen,FI0009007637
158,Kamux Oyj,A2AJ82,FIN,4K8,KAMUX.HE,Fahrzeuge,FI4000206750
159,Kemira Oy,893079,FIN,KEM,KEMIRA.HE,Chemie,FI0009004824
160,Kesko Oyj,884884,FIN,KEK,not_found,Handel/E-Commerce,FI0009000202
161,Kesla OYJ,918638,FIN,KSLA,KELAS.HE,Maschinenbau,FI0009900237
162,KONE Corp. (New),A0ET4X,FIN,KC4,KNEBV.HE,Maschinenbau,FI0009013403
163,Konecranes Oyj,899827,FIN,K34,KCR.HE,Maschinenbau,FI0009005870
164,Lassila & Tikanoja OYJ,898607,FIN,LT5,LAT1V.HE,Dienstleistungen,FI0009010854
165,Lehto Group Oyj,A2AHZH,FIN,L7G,LEHTO.HE,Bau/Infrastruktur,FI4000081138
166,Metso Outotec Corp.,A0LBTW,FIN,M6Q,MOCORP.HE,Maschinenbau,FI0009014575
167,Metsä Board Oyj,876917,FIN,MSRB,0O7A.IL,Holz/Papier,FI0009000665
168,Neste Corp.,A0D9U6,FIN,NEF,NESTE.HE,Öl/Gas,FI0009013296
169,Nokia Oyj,870737,FIN,NOA3,NOKIA.HE,Telekom,FI0009000681
170,Nokian Renkaat OYJ,895780,FIN,NRE,TYRES.HE,Fahrzeuge,FI0009005318
171,"NURMINEN LOG.OYJ A EO1,70",918635,FIN,8I4,NLG1V.HE,Logistik/Transport,FI0009900187
172,Olvi,898037,FIN,OVI,OLVAS.HE,Getränke/Tabak,FI0009900401
173,Oriola Oyj,A0J3P9,FIN,O5O,OKDBV.HE,Gesundheitswesen,FI0009014351
174,Orion Corp.,A0J3QM,FIN,OFK,ORNBV.HE,Pharma,FI0009014377
175,Outokumpu Oyj,885421,FIN,OUTA,OUT1V.HE,Rohstoffe,FI0009002422
176,Photo-Me International PLC,602290,FIN,XXH,SSH1V.HE,Software,FI0009008270
177,Pihlajalinna Oy,A14UF2,FIN,38P,PIHLIS.HE,Gesundheitswesen,FI4000092556
178,Ponsse Oy,902564,FIN,PNS,PON1V.HE,Maschinenbau,FI0009005078
179,"QT GROUP PLC EO-,10",A2AH7G,FIN,2QT,QTCOM.HE,Software,FI4000198031
180,Raisio Oyj,899738,FIN,RATV,RAIVV.HE,Industrie/Mischkonzerne,FI0009002943
181,Rapala Network Corp.,917602,FIN,RAP,RAP1V.HE,Freizeitprodukte,FI0009007355
182,Revenio Group Corp.,-,FIN,not_found,not_found,not_found,not_found
183,Robit Oyj,A14TP3,FIN,RO3,ROBIT.HE,Maschinenbau,FI4000150016
184,Rovio Entertainment OYJ,A2DXQD,FIN,R0F,ROVIO.HE,Unterhaltung,FI4000266804
185,Sampo OYJ,881463,FIN,SMPA,SAMPO.HE,Finanzdienstleistungen,FI0009003305
186,Sanoma Oyj,922218,FIN,SNQB,SANOMA.HE,Medien,FI0009007694
187,Sievi Capital Oyj,938508,FIN,WE3,SIEVI.HE,Finanzdienstleistungen,FI0009008924
188,SIILI SOLUTIONS OYJ,A1XFJ0,FIN,N88,SIILI.HE,IT-Dienstleistungen,FI4000043435
189,Solteq Oyj,928282,FIN,B3M,SOLTEQ.HE,IT-Dienstleistungen,FI0009007991
190,Sotkamo Silver AB,A0MMF4,FIN,VSO,not_found,Rohstoffe,SE0001057910
191,SRV Yhtioet Oyj,A0MSY7,FIN,B7J,SRV1V.HE,Bau/Infrastruktur,FI0009015309
192,SSAB AB,887029,FIN,SKWA,SSAB-A.ST,Eisen/Stahl,SE0000171100
193,SSAB AB -B- FRIA,881832,FIN,SKWC,SSAB-B.ST,Eisen/Stahl,SE0000120669
194,Stockmann Oyj Abp,870557,FIN,SOMB,STOCKA.HE,Handel/E-Commerce,FI0009000251
195,"STORA ENSO OYJ A EO 1,70",870734,FIN,ENUA,ENUA.F,Holz/Papier,FI0009005953
196,Stora Enso Oyj.,871004,FIN,ENUR,STERV.HE,Holz/Papier,FI0009005961
197,Suominen Corp.,806454,FIN,1S0,SUY1V.HE,Konsumgüter,FI0009010862
198,TAALERI OYJ,A1W7P1,FIN,295,TAALA.HE,Finanzdienstleistungen,FI4000062195
199,Tecnotree OYJ,658932,FIN,3TT,TEM1V.HE,Telekom,FI0009010227
200,Teleste Corp.,919696,FIN,TS6,TLT1V.HE,Dienstleistungen,FI0009007728
201,Telia Company AB,938475,FIN,TLS,TELIA.ST,Telekom,SE0000667925
202,Terveystalo Oy,A2H5F4,FIN,4TS,TTALO.HE,Gesundheitswesen,FI4000252127
203,Tieto Oyj,870798,FIN,TTEB,TIETO.HE,IT-Dienstleistungen,FI0009000277
204,Tokmanni Group Corp.,A2AH6M,FIN,TK9,TOKMAN.HE,Handel/E-Commerce,FI4000197934
205,Tulikivi Oyj,887689,FIN,TUZA,TULAV.HE,Bau/Infrastruktur,FI0009900583
206,UPM Kymmene Corp.,881026,FIN,RPL,UPM.HE,Holz/Papier,FI0009005987
207,Uponor Oyj,897947,FIN,UPN,UPONOR.HE,Sonstige Technologie,FI0009002158
208,Vaisala Oyj,897122,FIN,VAYA,VAIAS.HE,Sonstige Technologie,FI0009900682
209,Valmet Oyj,A1XA9J,FIN,2VO,VALMT.HE,Maschinenbau,FI4000074984
210,Valoe Oyj,914085,FIN,7RT,VALOE.HE,Erneuerbare Energien,FI0009006951
211,Wärtsilä Corp.,881050,FIN,MTA,WRT1V.HE,Maschinenbau,FI0009003727
212,YIT Oyj,906227,FIN,YIT,YIT.HE,Industrie/Mischkonzerne,FI0009800643
213,Yleiselektroniikka Oyj,918658,FIN,YKK,BOREO.HE,Handel/E-Commerce,FI0009900724
214,1000mercis S.A.,A0LEPS,FR,2PL,ALMIL.PA,Chemie,FR0010285965
215,A.S.T. Groupe S.A.,805849,FR,9NA,ALAST.PA,Bau/Infrastruktur,FR0000076887
216,AB Science S.A.,A1CXBG,FR,A8D,AB.PA,Pharma,FR0010557264
217,Abbvie Inc.,A1J84E,FR,4AB,ABBV,Pharma,US00287Y1091
218,ABC Arbitrage S.A.,924061,FR,9BA,ABCA.PA,Finanzdienstleistungen,FR0004040608
219,Abivax S.A.,A14UQC,FR,2X1,ABVX.PA,Biotechnologie,FR0012333284
220,Acanthe Developpement Sa,592453,FR,ADX,ACAN.PA,Immobilien,FR0000064602
221,Accor S.A.,860206,FR,ACR,AC.PA,Hotels/Tourismus,FR0000120404
222,Acteos S.A.,502344,FR,A3C,EOS.PA,IT-Dienstleistungen,FR0000076861
223,Actia Group S.A.,564723,FR,AG9,ATI.PA,Elektrotechnologie,FR0000076655
224,ADLPARTNER S.A.,914207,FR,DLU,DKUPL.PA,Dienstleistungen,FR0000062978
225,Adocia SAS,A1JTC2,FR,A89,ADOC.PA,Biotechnologie,FR0011184241
226,Adthink SA,A0NF06,FR,91R,FR0010457531.SG,Dienstleistungen,FR0010457531
227,AdUX S.A.,A14V4C,FR,HJMA,ADUX.PA,Dienstleistungen,FR0012821890
228,Advenis S.A.,662536,FR,,ALADV.PA,Freizeitprodukte,FR0004152874
229,AgroGeneration SA,A1CTQQ,FR,,ALAGR.PA,Chemie,FR0004152874
230,Air France-KLM S.A.,855111,FR,AFR,AF.PA,Luftfahrt/Rüstung,FR0000031122
231,Air Liquide SA,850133,FR,AIL,AI.PA,Chemie,FR0000120073
232,Airbus SE,938914,FR,AIR,AIR.PA,Luftfahrt/Rüstung,NL0000235190
233,Akka Technologies,A0D94W,FR,not_found,not_found,not_found,not_found
234,Akwel S.A.,893730,FR,MW4,AKW.PA,Fahrzeuge,FR0000053027
235,Albioma,659082,FR,33S,ABIO.PA,Versorger,FR0000060402
236,ALLIANCE DEV. CAP.,A1W17J,FR,not_found,not_found,not_found,not_found
237,Alstom S.A.,A0F7BK,FR,AOMD,ALO.PA,Elektrotechnologie,FR0010220475
238,Altamir S.A.,917251,FR,AJY,LTA.PA,Finanzdienstleistungen,FR0000053837
239,Altarea S.C.A.,881381,FR,XAL,ALTA.PA,Immobilien,FR0000033219
240,"ALTAREIT S.A. INH. EO1,50",862747,FR,Ticker-Symbol:,AREIT.PA,Immobilien,FR0000039216
241,Alten S.A.,918312,FR,AN3,ATE.PA,IT-Dienstleistungen,FR0000071946
242,"ALTUR INVESTISSEM.EO 2,50",A0LFDK,FR,TI8,ALTUR.PA,Finanzdienstleistungen,FR0010395681
243,"AMATHEON AGRI HLDG EO-,10",A1J4XD,FR,Ticker-Symbol:,MLAAH.PA,Nahrungsmittel/Agrar,NL0010273694
244,Amlitude Surgical,A14UZ2,FR,1AU,AMPLI.PA,Gesundheitswesen,FR0012789667
245,Amoeba SAS,A14WL9,FR,A1H,ALMIB.PA,Chemie,FR0011051598
246,"ANTEVENIO S.A.INH.EO-,055",A0LG7Y,FR,Ticker-Symbol:,ALISP.PA,Dienstleistungen,ES0109429037
247,Aperam S.A.,A1H5UL,FR,7AA,APAM.AS,Eisen/Stahl,LU0569974404
248,Argan,A0MVRB,FR,871,ARG.PA,Immobilien,FR0010481960
249,Arkema S.A.,A0JLZ0,FR,V1S,AKE.PA,Chemie,FR0010313833
250,ARTEA S.A. INH.      EO 6,A12FJM,FR,not_found,not_found,not_found,not_found
251,Artefact S.A.,A0LD7W,FR,,not_found,Dienstleistungen,FR0000079683
252,ARTOIS NOM.         EO 20,855625,FR,not_found,not_found,not_found,not_found
253,Artprice.com S.A.,932046,FR,AJP,PRC.PA,Internet,FR0000074783
254,Assistance Technique et Etudes de Materiels Electroniques S.A.,A12AAH,FR,AYD,ATEME.PA,Software,FR0011992700
255,Assystem S.A.,928721,FR,BZ1,ASY.PA,IT-Dienstleistungen,FR0000074148
256,Atari S.A.,A0NEZJ,FR,IFGA,ATA.PA,Software,FR0010478248
257,Atos SE,877757,FR,AXI,ATO.PA,IT-Dienstleistungen,FR0000051732
258,Aubay S.A.,915268,FR,BAQ,AUB.PA,Telekom,FR0000063737
259,Aurea S.A.,853927,FR,94P,AURE.PA,Dienstleistungen,FR0000039232
260,AXA S.A.,855705,FR,AXA,CS.PA,Finanzdienstleistungen,FR0000120628
261,Axway Software Actions Port.,A1JBGJ,FR,1XV,AXW.PA,Software,FR0011040500
262,Aéroports de Paris,A0J2WM,FR,W7L,ADP.PA,Logistik/Transport,FR0010340141
263,Bassac SA,A0LE61,FR,78Y,BASS.PA,Immobilien,FR0004023208
264,"Bastide, Le Confort Med. S.A.",907048,FR,1DJ,BLC.PA,Gesundheitswesen,FR0000035370
265,"BATLA MINERALS    EO 0,01",A0RL6Z,FR,not_found,not_found,not_found,not_found
266,BD MULTI MEDIA NOM   EO 2,932700,FR,6VD,ALBDM.PA,Finanzdienstleistungen,FR0000035305
267,Beneteau S.A.,882042,FR,3GD,BEN.PA,Bau/Infrastruktur,FR0000035164
268,"BERNARD LOIS. INH. EO1,25",918026,FR,not_found,not_found,not_found,not_found
269,Bic S.A.,860804,FR,BIF,BB.PA,Konsumgüter,FR0000120966
270,BigBen Interactive S.A.,931084,FR,BX9,BIG.PA,Software,FR0000074072
271,Bilendi SA,A0LD76,FR,830,ALBLD.PA,Dienstleistungen,FR0004174233
272,BioAlliance Pharma,A0HMXA,FR,C4X,ALONX.PA,Biotechnologie,FR0010095596
273,Biocorp Production,A14V4G,FR,8BP,FR0012788065.SG,Gesundheitswesen,FR0012788065
274,Biophytis Co.,A14V4J,FR,6XB,ALBPS.PA,Biotechnologie,FR0012816825
275,Biosynex S.A.,A1H8G1,FR,0DL,ALBIO.PA,Gesundheitswesen,FR0011005933
276,"BLEECKER S.A.   EO 18,45",798311,FR,not_found,not_found,not_found,not_found
277,Blockchain Group S.A.,A1JG36,FR,BC7,ALTBG.PA,Dienstleistungen,FR0011053636
